CID,BDATE,GEN
17168,1962-07-23,Female
17169,1957-01-03,Female
17170,1957-01-02,Female
17171,1957-05-26,Female
17172,1957-09-21,Male
17173,1958-05-23,Male
17174,1958-03-25,Female
17175,1957-11-15,Female
17176,1957-11-09,Male
17177,1957-12-09,Male
17178,1958-01-16,Female
17179,1974-07-15,Male
17180,1959-06-18,Male
17181,1969-03-16,Female
17182,1963-11-07,Female
17183,1968-11-05,Male
17184,1962-08-02,Male
17185,1963-03-21,Female
17186,1978-01-16,Male
17187,1960-09-28,Male
17188,1966-09-17,Female
17189,1966-11-12,Male
17190,1966-10-03,Female
17191,1961-02-10,Male
17192,1966-09-19,Male
17193,1959-12-18,Female
17194,1960-02-16,Male
17195,1949-11-19,Male
17196,1950-01-24,Male
17197,1949-07-16,Female
17198,1950-04-17,Female
17199,1956-11-04,Male
17200,1951-04-02,Male
17201,1951-05-21,Male
17202,1950-10-15,Female
17203,1950-08-18,Female
17204,1950-11-24,Female
17205,1962-02-08,Female
17206,1959-07-12,Male
17207,1958-11-13,Male
17208,1958-09-24,Male
17209,1959-02-17,Female
17210,1976-08-05,Male
17211,1959-03-11,Female
17212,1963-06-14,Female
17213,1957-09-03,Male
17214,1958-03-20,Male
17215,1962-04-09,Male
17216,1955-12-08,Female
17217,1955-12-02,Female
17218,1955-09-17,Male
17219,1955-04-24,Female
17220,1954-08-30,Male
17221,1955-04-01,Male
17222,1953-12-23,Female
17223,1954-03-10,Male
17224,1954-04-19,Female
17225,1953-11-29,Male
17226,1953-02-01,Male
17227,1980-08-14,Female
17228,1981-05-20,Female
17229,1981-10-17,Female
17230,1981-06-11,Male
17231,1979-12-29,Female
17232,1980-12-02,Male
17233,1981-05-24,Female
17234,1979-09-02,Female
17235,1980-04-11,Male
17236,1980-04-22,Male
17237,1980-04-11,Female
17238,1979-11-19,Male
17239,1979-02-20,Female
17240,1979-01-12,Male
17241,1984-07-19,Male
17242,1984-04-24,Male
17243,1977-10-06,Female
17244,1983-02-21,Female
17245,1976-10-08,Female
17246,1976-07-08,Male
17247,1977-04-19,Male
17248,1977-08-31,Female
17249,1978-05-09,Male
17250,1983-03-10,Female
17251,1982-04-09,Female
17252,1977-05-13,Female
17253,1976-09-29,Male
17254,1977-05-11,Female
17255,1981-08-30,Female
17256,1975-10-11,Male
17257,1975-11-21,Male
17258,1977-02-07,Male
17259,1982-05-01,Female
17260,1970-06-05,Male
17261,1966-02-15,Male
17262,1966-04-24,Female
17263,1970-08-08,Female
17264,1964-09-19,Male
17265,1964-07-09,Female
17266,1964-12-30,Male
17267,1969-04-17,Female
17268,1964-03-31,Female
17269,1964-05-13,Male
17270,1963-09-30,Male
17271,1974-10-20,Female
17272,1964-01-31,Female
17273,1963-11-06,Male
17274,1969-11-12,Male
17275,1964-06-21,Male
17276,1935-06-01,Male
17277,1980-11-12,Female
17278,1986-05-05,Female
17279,1974-01-30,Female
17280,1979-11-09,Female
17281,1973-09-04,Male
17282,1976-01-31,Female
17283,1973-12-22,Male
17284,1974-01-02,Male
17285,1974-01-30,Male
17286,1978-02-10,Male
17287,1978-09-06,Male
17288,1975-03-19,Male
17289,1972-11-30,Female
17290,1972-11-11,Female
17291,1971-08-18,Male
17292,1971-11-29,Female
17293,1972-05-07,Female
17294,1971-10-17,Female
17295,1977-01-19,Male
17296,1971-06-01,Female
17297,1973-10-25,Male
17298,1973-11-13,Male
17299,1971-01-31,Female
17300,1976-01-17,Male
17301,1969-09-30,Male
17302,1975-04-03,Female
17303,1981-04-13,Male
17304,1974-11-15,Female
17305,1968-09-03,Male
17306,1968-07-12,Male
17307,1973-05-09,Male
17308,1973-08-11,Female
17309,1967-11-01,Female
17310,1967-01-25,Male
17311,1972-05-02,Female
17312,1971-09-25,Female
17313,1971-08-29,Female
17314,1971-10-17,Female
17315,1966-06-19,Female
17316,1971-11-11,Male
17317,1970-12-10,Female
17318,1976-12-14,Female
17319,1969-06-30,Female
17320,1975-09-21,Male
17321,1975-03-10,Female
17322,1975-05-17,Male
17323,1981-02-16,Male
17324,1965-05-15,Female
17325,1969-05-25,Female
17326,1974-08-11,Female
17327,1968-12-24,Female
17328,1969-03-02,Female
17329,1968-04-24,Female
17330,1973-08-11,Female
17331,1973-01-02,Male
17332,1963-09-30,Male
17333,1968-04-13,Female
17334,1963-01-12,Male
17335,1981-11-23,Male
17336,1981-10-30,Male
17337,1981-02-15,Male
17338,1981-08-16,Female
17339,1982-05-09,Male
17340,1985-08-02,Female
17341,1986-05-15,Male
17342,1983-11-24,Male
17343,1984-04-12,Male
17344,1984-05-23,Male
17345,1984-02-16,Male
17346,1943-08-07,Male
17347,1983-05-08,Female
17348,1983-04-22,Female
17349,1985-05-25,Female
17350,1950-03-10,Female
17351,1947-02-16,Male
17352,1947-11-07,Male
17353,1948-07-10,Male
17354,1949-02-07,Male
17355,1950-03-05,Male
17356,1982-05-11,Female
17357,1981-09-18,Male
17358,1981-08-25,Female
17359,1980-09-04,Female
17360,1980-07-03,Male
17361,1979-03-09,Male
17362,1977-07-31,Male
17363,1974-04-08,Male
17364,1979-02-07,Male
17365,1973-12-21,Male
17366,1974-05-16,Male
17367,1969-04-14,Female
17368,1979-04-18,Female
17369,1985-01-11,Male
17370,1950-01-09,Male
17371,1984-02-15,Female
17372,1983-08-26,Female
17373,1983-12-26,Male
17374,1984-03-16,Male
17375,1952-12-21,Female
17376,1984-05-10,Female
17377,1983-09-05,Female
17378,1983-12-07,Male
17379,1983-12-18,Female
17380,1983-08-06,Male
17381,1957-06-16,Female
17382,1982-03-19,Male
17383,1976-10-28,Male
17384,1977-03-21,Male
17385,1982-01-30,Female
17386,1976-08-03,Female
17387,1983-06-11,Male
17388,1977-10-03,Male
17389,1978-05-06,Female
17390,1983-10-05,Male
17391,1969-11-09,Female
17392,1970-01-01,Male
17393,1970-04-19,Male
17394,1980-10-14,Female
17395,1975-08-15,Female
17396,1969-08-29,Male
17397,1975-10-03,Female
17398,1969-11-21,Female
17399,1969-11-23,Male
17400,1961-09-08,Female
17401,1967-08-30,Male
17402,1967-11-09,Male
17403,1967-10-01,Male
17404,1939-10-12,Female
17405,1939-12-08,Female
17406,1940-03-15,Female
17407,1945-08-08,Female
17408,1940-01-19,Male
17409,1969-01-06,Female
17410,1974-08-12,Female
17411,1974-05-14,Female
17412,1969-05-01,Female
17413,1968-07-17,Female
17414,1969-01-20,Male
17415,1979-10-14,Female
17416,1974-05-14,Male
17417,1969-04-14,Male
17418,1979-08-09,Female
17419,1968-11-30,Female
17420,1980-04-30,Male
17421,1968-10-29,Female
17422,1967-10-14,Male
17423,1967-12-18,Female
17424,1973-11-08,Male
17425,1967-08-25,Male
17426,1973-03-15,Female
17427,1973-09-14,Male
17428,1967-08-29,Male
17429,1966-12-15,Male
17430,1966-11-21,Male
17431,1967-04-09,Female
17432,1972-02-01,Female
17433,1972-11-06,Male
17434,1972-08-20,Female
17435,1967-02-23,Male
17436,1961-01-04,Male
17437,1960-12-16,Female
17438,1961-01-10,Male
17439,1960-08-18,Female
17440,1959-11-17,Male
17441,1960-05-11,Female
17442,1940-12-22,Male
17443,1941-05-22,Female
17444,1940-11-02,Female
17445,1946-04-17,Female
17446,1941-02-10,Female
17447,1940-09-14,Female
17448,1940-09-08,Male
17449,1942-01-08,Male
17450,1966-04-13,Male
17451,1965-08-19,Female
17452,1965-12-07,Male
17453,1971-07-22,Female
17454,1965-11-08,Male
17455,1965-11-15,Male
17456,1959-11-10,Male
17457,1976-03-19,Female
17458,1965-07-01,Male
17459,1959-11-03,Female
17460,1960-06-18,Female
17461,1960-05-26,Female
17462,1958-08-22,Male
17463,1964-08-29,Male
17464,1958-08-24,Male
17465,1958-06-23,Female
17466,1942-07-17,Male
17467,1948-08-09,Male
17468,1942-07-09,Male
17469,1943-01-03,Male
17470,1948-11-22,Female
17471,1944-05-03,Female
17472,1944-08-26,Female
17473,1945-01-03,Female
17474,1946-05-24,Male
17475,1945-10-03,Male
17476,1946-09-04,Female
17477,1947-09-09,Female
17478,1953-05-21,Female
17479,1954-03-13,Female
17480,1984-02-17,Male
17481,1983-05-06,Female
17482,1982-10-30,Female
17483,1983-01-22,Male
17484,1959-11-09,Male
17485,1983-01-15,Male
17486,1983-05-25,Female
17487,1983-02-20,Male
17488,1983-03-16,Male
17489,1983-05-21,Male
17490,1983-03-08,Female
17491,1982-01-17,Male
17492,1981-12-12,Female
17493,1955-05-27,Female
17494,1955-02-10,Male
17495,1960-05-09,Male
17496,1956-04-16,Female
17497,1985-10-03,Female
17498,1986-02-16,Male
17499,1985-11-20,Male
17500,1963-04-14,Male
17501,1963-04-23,Male
17502,1960-04-11,Male
17503,1960-01-19,Female
17504,1965-05-14,Female
17505,1981-05-17,Male
17506,1978-10-17,Female
17507,1979-02-12,Female
17508,1979-01-05,Female
17509,1981-10-17,Female
17510,1966-09-19,Male
17511,1966-10-07,Female
17512,1967-08-05,Male
17513,1961-08-31,Male
17514,1964-01-02,Male
17515,1974-07-15,Female
17516,1978-11-08,Male
17517,1978-08-15,Male
17518,1980-02-15,Female
17519,1985-08-18,Female
17520,1985-08-30,Male
17521,1979-12-22,Female
17522,1964-08-29,Male
17523,1983-01-09,Male
17524,1972-05-05,Male
17525,1963-09-20,Male
17526,1962-09-22,Male
17527,1963-03-26,Female
17528,1963-01-01,Female
17529,1962-11-16,Female
17530,1961-11-18,Male
17531,1961-09-04,Male
17532,1961-11-22,Male
17533,1943-11-04,Male
17534,1971-06-19,Male
17535,1976-10-20,Female
17536,1976-08-18,Male
17537,1971-02-24,Female
17538,1976-03-11,Female
17539,1969-10-05,Female
17540,1973-03-03,Female
17541,1968-06-05,Female
17542,1978-08-22,Female
17543,1973-08-11,Female
17544,1967-12-10,Male
17545,1968-01-23,Male
17546,1973-05-30,Female
17547,1967-03-09,Male
17548,1972-11-10,Female
17549,1947-08-14,Male
17550,1953-10-17,Male
17551,1948-02-02,Female
17552,1953-08-23,Female
17553,1953-09-21,Female
17554,1954-04-18,Female
17555,1948-07-12,Male
17556,1949-10-07,Female
17557,1950-04-24,Male
17558,1960-11-05,Male
17559,1960-10-08,Female
17560,1983-03-10,Female
17561,1977-12-19,Female
17562,1983-11-22,Male
17563,1983-09-07,Male
17564,1975-12-10,Female
17565,1976-06-21,Female
17566,1975-10-06,Female
17567,1976-04-15,Male
17568,1975-09-15,Male
17569,1975-08-22,Female
17570,1975-09-20,Male
17571,1980-05-22,Male
17572,1974-11-05,Male
17573,1975-02-15,Female
17574,1980-01-10,Male
17575,1980-12-10,Male
17576,1974-12-30,Male
17577,1974-11-29,Male
17578,1980-11-18,Female
17579,1976-12-09,Male
17580,1977-04-12,Male
17581,1977-02-07,Male
17582,1974-02-16,Female
17583,1979-07-14,Female
17584,1973-12-02,Female
17585,1973-09-17,Male
17586,1972-12-24,Female
17587,1981-05-22,Male
17588,1975-11-10,Male
17589,1975-10-18,Female
17590,1981-10-05,Male
17591,1975-09-01,Male
17592,1981-09-23,Male
17593,1976-02-20,Male
17594,1976-05-06,Female
17595,1983-10-01,Male
17596,1972-05-05,Female
17597,1972-01-08,Female
17598,1977-10-08,Male
17599,1972-05-08,Male
17600,1972-05-27,Male
17601,1971-07-25,Male
17602,1972-01-02,Male
17603,1980-08-06,Female
17604,1975-03-16,Male
17605,1974-09-20,Male
17606,1975-03-19,Female
17607,1976-04-11,Male
17608,1971-01-12,Male
17609,1976-07-01,Male
17610,1971-03-01,Female
17611,1970-08-10,Male
17612,1970-10-22,Female
17613,1971-03-31,Male
17614,1970-08-12,Male
17615,1970-04-08,Female
17616,1981-03-12,Male
17617,1969-11-09,Female
17618,1975-09-12,Male
17619,1928-12-07,Female
17620,1969-08-03,Female
17621,1969-01-29,Female
17622,1974-07-02,Female
17623,1973-09-15,Male
17624,1968-08-20,Female
17625,1968-12-10,Male
17626,1979-12-25,Male
17627,1980-03-08,Male
17628,1977-12-11,Male
17629,1983-06-16,Female
17630,1978-09-22,Male
17631,1979-01-22,Female
17632,1979-04-18,Male
17633,1978-05-07,Male
17634,1977-12-03,Female
17635,1977-08-03,Male
17636,1977-09-19,Male
17637,1983-10-01,Male
17638,1977-08-01,Male
17639,1983-04-04,Female
17640,1922-06-06,Female
17641,1976-09-11,Male
17642,1976-10-13,Male
17643,1977-04-13,Male
17644,1977-03-10,Female
17645,1976-08-20,Male
17646,1982-04-23,Female
17647,1977-05-14,Female
17648,1976-10-14,Male
17649,1977-02-15,Male
17650,1981-11-01,Female
17651,1975-08-25,Male
17652,1976-03-22,Male
17653,1981-10-05,Female
17654,1981-05-02,Female
17655,1979-10-30,Female
17656,1979-08-26,Female
17657,1981-06-22,Male
17658,1934-09-03,Female
17659,1972-01-04,Female
17660,1972-02-01,Male
17661,1960-01-01,Female
17662,1965-09-16,Male
17663,1966-02-13,Female
17664,1971-10-16,Male
17665,1960-10-13,Male
17666,1966-08-07,Male
17667,1961-04-10,Male
17668,1962-02-25,Male
17669,1962-04-09,Female
17670,1962-03-11,Female
17671,1962-01-31,Female
17672,1962-04-25,Male
17673,1961-11-03,Female
17674,1979-12-13,Male
17675,1962-10-24,Female
17676,1962-12-01,Male
17677,1964-02-21,Male
17678,1963-10-22,Male
17679,1964-05-02,Male
17680,1963-07-01,Female
17681,1975-03-09,Male
17682,1969-09-18,Female
17683,1980-01-10,Female
17684,1964-01-02,Female
17685,1963-09-14,Female
17686,1964-08-13,Male
17687,1964-07-22,Male
17688,1965-05-23,Male
17689,1977-12-20,Female
17690,1978-06-14,Female
17691,1978-10-22,Female
17692,1979-04-18,Female
17693,1984-03-07,Male
17694,1984-08-02,Female
17695,1978-11-12,Male
17696,1978-10-19,Female
17697,1978-02-04,Male
17698,1977-05-19,Male
17699,1982-03-13,Male
17700,1978-04-23,Male
17701,1975-05-17,Female
17702,1979-11-02,Male
17703,1971-08-18,Female
17704,1967-07-11,Male
17705,1968-06-14,Male
17706,1972-09-07,Male
17707,1967-02-05,Female
17708,1966-12-15,Male
17709,1972-05-09,Male
17710,1942-01-22,Female
17711,1966-10-07,Female
17712,1963-11-06,Male
17713,1962-01-08,Male
17714,1967-10-22,Female
17715,1961-08-24,Male
17716,1961-12-13,Male
17717,1965-11-21,Male
17718,1942-10-20,Female
17719,1944-03-10,Male
17720,1944-11-16,Female
17721,1951-12-31,Female
17722,1948-05-06,Male
17723,1953-10-05,Male
17724,1985-10-19,Female
17725,1986-05-03,Male
17726,1986-03-20,Female
17727,1985-05-02,Female
17728,1983-11-09,Female
17729,1983-08-24,Male
17730,1984-04-01,Female
17731,1983-11-01,Female
17732,1985-02-14,Male
17733,1985-02-23,Male
17734,1983-12-31,Female
17735,1982-11-21,Male
17736,1983-06-06,Female
17737,1954-05-28,Female
17738,1948-12-03,Male
17739,1972-11-06,Male
17740,1972-06-02,Female
17741,1966-09-09,Male
17742,1966-10-31,Male
17743,1983-09-07,Male
17744,1966-12-15,Male
17745,1965-07-13,Female
17746,1965-12-10,Male
17747,1966-05-19,Male
17748,1975-11-10,Male
17749,1970-09-15,Female
17750,1965-05-22,Female
17751,1964-04-11,Male
17752,1963-12-12,Female
17753,1965-10-13,Female
17754,1971-07-13,Female
17755,1965-07-16,Female
17756,1963-11-15,Female
17757,1981-03-13,Male
17758,1975-12-21,Female
17759,1981-09-14,Male
17760,1981-01-12,Female
17761,1981-07-31,Male
17762,1974-12-16,Female
17763,1975-02-12,Female
17764,1980-09-13,Male
17765,1974-08-04,Female
17766,1975-05-14,Male
17767,1975-03-04,Male
17768,1963-03-19,Male
17769,1963-11-11,Male
17770,1963-04-06,Male
17771,1963-05-07,Female
17772,1963-05-07,Male
17773,1973-10-12,Female
17774,1984-09-17,Female
17775,1979-02-20,Male
17776,1974-01-11,Female
17777,1973-12-31,Male
17778,1979-09-21,Female
17779,1973-11-08,Female
17780,1973-10-09,Female
17781,1973-10-26,Male
17782,1974-05-16,Female
17783,1973-01-12,Female
17784,1972-09-16,Female
17785,1978-10-15,Male
17786,1978-10-21,Female
17787,1973-04-15,Male
17788,1978-10-14,Male
17789,1972-12-09,Female
17790,1978-05-08,Male
17791,1973-05-24,Female
17792,1973-06-20,Female
17793,1984-03-02,Female
17794,1971-08-09,Male
17795,1972-01-29,Female
17796,1971-02-11,Male
17797,1971-04-04,Female
17798,1970-11-23,Female
17799,1970-09-30,Male
17800,1970-07-10,Female
17801,1976-05-14,Female
17802,1970-04-09,Male
17803,1975-02-19,Female
17804,1969-08-01,Female
17805,1970-01-02,Male
17806,1969-10-12,Male
17807,1969-12-10,Male
17808,1968-10-13,Female
17809,1974-02-22,Male
17810,1968-08-06,Male
17811,1972-06-23,Female
17812,1971-09-15,Female
17813,1968-12-30,Male
17814,1974-02-08,Female
17815,1973-08-07,Male
17816,1939-10-16,Female
17817,1939-11-13,Female
17818,1971-01-19,Male
17819,1971-02-10,Male
17820,1971-05-22,Female
17821,1981-03-16,Male
17822,1968-10-12,Female
17823,1968-12-10,Male
17824,1968-10-29,Male
17825,1969-04-13,Male
17826,1981-11-30,Female
17827,1985-05-16,Female
17828,1980-01-10,Female
17829,1969-02-17,Female
17830,1968-03-30,Male
17831,1973-08-11,Male
17832,1968-06-09,Male
17833,1973-02-28,Female
17834,1968-03-31,Female
17835,1983-12-26,Male
17836,1983-03-17,Female
17837,1983-01-10,Female
17838,1981-06-23,Female
17839,1986-02-13,Female
17840,1981-02-14,Male
17841,1982-03-09,Male
17842,1981-04-22,Male
17843,1979-08-29,Female
17844,1980-02-23,Female
17845,1985-08-16,Female
17846,1980-07-24,Male
17847,1980-12-22,Male
17848,1980-12-22,Male
17849,1981-06-26,Male
17850,1978-12-31,Male
17851,1984-03-12,Male
17852,1984-08-03,Female
17853,1978-11-03,Male
17854,1979-11-19,Male
17855,1985-09-16,Male
17856,1986-06-25,Male
17857,1985-08-12,Female
17858,1967-05-13,Male
17859,1967-03-22,Male
17860,1972-05-05,Male
17861,1971-08-24,Female
17862,1976-09-11,Male
17863,1976-10-13,Female
17864,1971-08-24,Female
17865,1966-05-03,Male
17866,1966-03-20,Male
17867,1978-01-02,Female
17868,1972-09-04,Male
17869,1978-07-10,Male
17870,1978-07-10,Female
17871,1966-01-18,Female
17872,1977-03-15,Male
17873,1974-11-03,Male
17874,1972-07-14,Female
17875,1973-02-28,Male
17876,1967-07-11,Male
17877,1973-08-11,Male
17878,1972-04-07,Female
17879,1972-08-24,Male
17880,1967-07-02,Female
17881,1977-12-18,Female
17882,1967-03-22,Male
17883,1946-08-30,Female
17884,1942-06-10,Female
17885,1967-07-21,Male
17886,1964-02-16,Female
17887,1975-04-15,Male
17888,1969-08-07,Female
17889,1963-12-26,Male
17890,1966-01-30,Male
17891,1961-05-10,Female
17892,1960-12-25,Male
17893,1961-03-24,Male
17894,1966-09-17,Female
17895,1959-08-07,Male
17896,1965-11-04,Female
17897,1943-10-31,Male
17898,1945-12-18,Female
17899,1946-10-08,Female
17900,1948-02-03,Female
17901,1953-04-11,Male
17902,1947-09-01,Female
17903,1953-02-08,Female
17904,1985-10-13,Female
17905,1986-01-17,Male
17906,1984-08-08,Male
17907,1984-05-24,Female
17908,1983-07-13,Male
17909,1982-10-30,Female
17910,1982-10-24,Male
17911,1982-05-12,Male
17912,1982-01-08,Male
17913,1981-08-31,Female
17914,1984-09-08,Male
17915,1983-08-19,Female
17916,1983-09-11,Female
17917,1984-05-09,Female
17918,1984-04-10,Female
17919,1983-09-06,Male
17920,1983-09-13,Male
17921,1983-10-22,Female
17922,1983-09-13,Male
17923,1983-01-03,Male
17924,1983-05-18,Female
17925,1983-03-20,Male
17926,1983-05-04,Female
17927,1983-05-17,Male
17928,1949-01-30,Male
17929,1949-06-05,Male
17930,1978-06-14,Female
17931,1977-09-12,Male
17932,1972-06-10,Male
17933,1966-11-01,Female
17934,1971-04-01,Male
17935,1966-01-19,Female
17936,1971-02-08,Female
17937,1966-05-18,Female
17938,1964-10-09,Male
17939,1964-12-31,Female
17940,1964-09-04,Male
17941,1965-06-04,Male
17942,1970-05-06,Male
17943,1970-01-15,Male
17944,1974-08-12,Female
17945,1969-03-01,Male
17946,1969-11-02,Female
17947,1964-05-01,Male
17948,1965-03-14,Female
17949,1964-11-18,Female
17950,1964-05-18,Male
17951,1975-10-10,Male
17952,1975-11-15,Male
17953,1976-02-19,Female
17954,1975-07-17,Female
17955,1976-05-01,Male
17956,1981-09-23,Male
17957,1976-03-21,Female
17958,1976-01-05,Male
17959,1975-09-22,Female
17960,1976-03-20,Female
17961,1975-05-14,Female
17962,1980-08-12,Male
17963,1974-12-08,Female
17964,1975-02-05,Male
17965,1980-12-08,Male
17966,1975-05-24,Female
17967,1963-05-21,Female
17968,1963-04-16,Female
17969,1957-12-20,Male
17970,1959-05-15,Male
17971,1973-10-23,Female
17972,1979-04-20,Female
17973,1984-12-09,Male
17974,1974-01-02,Female
17975,1979-10-24,Female
17976,1974-04-01,Female
17977,1973-12-22,Female
17978,1974-05-17,Male
17979,1974-03-02,Female
17980,1972-12-17,Female
17981,1978-04-19,Male
17982,1973-03-07,Male
17983,1972-12-31,Female
17984,1972-09-21,Female
17985,1972-10-12,Male
17986,1978-04-19,Female
17987,1971-11-03,Female
17988,1971-06-22,Male
17989,1971-02-11,Female
17990,1981-12-15,Female
17991,1976-06-23,Male
17992,1970-06-22,Female
17993,1936-04-15,Male
17994,1970-02-01,Male
17995,1969-12-21,Female
17996,1975-11-10,Male
17997,1975-02-24,Female
17998,1974-05-02,Female
17999,1968-12-22,Male
18000,1969-05-24,Male
18001,1969-01-10,Male
18002,1938-09-07,Female
18003,1939-03-19,Male
18004,1971-07-10,Female
18005,1972-02-15,Female
18006,1940-03-30,Male
18007,1939-08-08,Female
18008,1971-03-18,Female
18009,1970-11-01,Female
18010,1976-05-06,Male
18011,1970-10-31,Male
18012,1970-11-09,Female
18013,1982-01-12,Female
18014,1969-09-03,Male
18015,1969-10-10,Female
18016,1975-02-16,Female
18017,1975-09-02,Male
18018,1974-04-01,Male
18019,1969-06-21,Female
18020,1982-07-09,Male
18021,1982-01-17,Female
18022,1985-03-14,Male
18023,1985-04-14,Male
18024,1985-04-14,Female
18025,1984-05-13,Male
18026,1969-04-26,Female
18027,1978-08-12,Female
18028,1978-08-12,Male
18029,1983-06-17,Female
18030,1981-08-08,Male
18031,1980-07-11,Female
18032,1981-12-03,Female
18033,1981-11-17,Female
18034,1917-09-20,Male
18035,1980-03-09,Female
18036,1985-01-18,Male
18037,1979-10-19,Male
18038,1980-11-14,Female
18039,1981-04-17,Male
18040,1979-05-07,Male
18041,1978-07-25,Female
18042,1978-09-16,Male
18043,1984-02-03,Female
18044,1984-03-02,Female
18045,1984-04-09,Female
18046,1979-03-03,Male
18047,1979-08-09,Female
18048,1980-04-04,Female
